,tr,Sentence,tr,index,tr_shift,prev_tr,story_section,n_tokens,lemma,pos,tag,dep_rel,dep_head
1608,1608,at the date: September 18th,1608,C3.18,1.0,1607.0,C3,2225,"['at', 'the', 'date', ':', 'September', '18th']","['ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'NOUN']","['IN', 'DT', 'NN', ':', 'NNP', 'NN']","['prep', 'det', 'pobj', 'punct', 'compound', 'npadvmod']","['looks', 'date', 'at', 'says', '18th', 'says']"
1609,1609,"He slides over a dirty martini,",1609,C3.19,1.0,1608.0,C3,2225,"['-PRON-', 'slide', 'over', 'a', 'dirty', 'martini', ',']","['PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'IN', 'DT', 'JJ', 'NN', ',']","['nsubj', 'ROOT', 'prep', 'det', 'amod', 'pobj', 'punct']","['slides', 'slides', 'slides', 'martini', 'martini', 'over', 'slides']"
1610,1610,and shrugs off her money.,1610,C3.19,1.0,1609.0,C3,2225,"['and', 'shrug', 'off', '-PRON-', 'money', '.']","['CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['CC', 'VBZ', 'RP', 'PRP$', 'NN', '.']","['cc', 'conj', 'prt', 'poss', 'dobj', 'punct']","['slides', 'slides', 'shrugs', 'money', 'shrugs', 'slides']"
1611,1611,,1611,,,,C3,2225,[],[],[],[],[]
1612,1612,"He tries to pick her up,",1612,C3.20,2.0,1610.0,C3,2225,"['-PRON-', 'try', 'to', 'pick', '-PRON-', 'up', ',']","['PRON', 'VERB', 'PART', 'VERB', 'PRON', 'ADP', 'PUNCT']","['PRP', 'VBZ', 'TO', 'VB', 'PRP', 'RP', ',']","['nsubj', 'ROOT', 'aux', 'xcomp', 'dobj', 'prt', 'punct']","['tries', 'tries', 'pick', 'tries', 'pick', 'pick', 'tries']"
1613,1613,but she doesn't let him.,1613,C3.20,1.0,1612.0,C3,2225,"['but', '-PRON-', 'do', 'not', 'let', '-PRON-', '.']","['CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'PUNCT']","['CC', 'PRP', 'VBZ', 'RB', 'VB', 'PRP', '.']","['cc', 'nsubj', 'aux', 'neg', 'conj', 'dobj', 'punct']","['tries', 'let', 'let', 'let', 'tries', 'let', 'let']"
1614,1614,,1614,,,,C3,2225,[],[],[],[],[]
1615,1615,,1615,,2.0,1613.0,C3,2225,[],[],[],[],[]
1616,1616,,1616,,1.0,1615.0,C3,2225,[],[],[],[],[]
1617,1617,,1617,,,,C3,2225,[],[],[],[],[]
1618,1618,"""I couldn't have made it without Clara today.""",1618,C4.1,2.0,1616.0,C4,2225,"['""', '-PRON-', 'could', 'not', 'have', 'make', '-PRON-', 'without', 'Clara', 'today', '.', '""']","['PUNCT', 'PRON', 'VERB', 'PART', 'AUX', 'VERB', 'PRON', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'PUNCT']","['``', 'PRP', 'MD', 'RB', 'VB', 'VBN', 'PRP', 'IN', 'NNP', 'NN', '.', ""''""]","['punct', 'nsubj', 'aux', 'neg', 'aux', 'ROOT', 'dobj', 'prep', 'pobj', 'npadvmod', 'punct', 'punct']","['made', 'made', 'made', 'made', 'made', 'made', 'made', 'made', 'without', 'made', 'made', 'made']"
1619,1619,Gary’s mom cuts a thick,1619,C4.2,1.0,1618.0,C4,2225,"['Gary', '’s', 'mom', 'cut', 'a', 'thick']","['PROPN', 'PART', 'NOUN', 'VERB', 'DET', 'ADJ']","['NNP', 'POS', 'NN', 'VBZ', 'DT', 'JJ']","['poss', 'case', 'nsubj', 'ROOT', 'det', 'amod']","['mom', 'Gary', 'cuts', 'cuts', 'slice', 'slice']"
1620,1620,slice of coffee cake.,1620,C4.2,1.0,1619.0,C4,2225,"['slice', 'of', 'coffee', 'cake', '.']","['NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","['NN', 'IN', 'NN', 'NN', '.']","['dobj', 'prep', 'compound', 'pobj', 'punct']","['cuts', 'slice', 'cake', 'of', 'cuts']"
1621,1621,"Even in deep grief,",1621,C4.3,1.0,1620.0,C4,2225,"['even', 'in', 'deep', 'grief', ',']","['ADV', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['RB', 'IN', 'JJ', 'NN', ',']","['advmod', 'prep', 'amod', 'pobj', 'punct']","['in', 'serves', 'grief', 'in', 'serves']"
1622,1622,she serves tea with,1622,C4.3,1.0,1621.0,C4,2225,"['-PRON-', 'serve', 'tea', 'with']","['PRON', 'VERB', 'NOUN', 'ADP']","['PRP', 'VBZ', 'NN', 'IN']","['nsubj', 'ROOT', 'dobj', 'prep']","['serves', 'serves', 'serves', 'serves']"
1623,1623,linen napkins and china.,1623,C4.3,1.0,1622.0,C4,2225,"['linen', 'napkin', 'and', 'china', '.']","['NOUN', 'NOUN', 'CCONJ', 'PROPN', 'PUNCT']","['NN', 'NNS', 'CC', 'NNP', '.']","['compound', 'pobj', 'cc', 'conj', 'punct']","['napkins', 'with', 'napkins', 'napkins', 'serves']"
1624,1624,,1624,,,,C4,2225,[],[],[],[],[]
1625,1625,All around Clara sit photos of Gary.,1625,C4.4,2.0,1623.0,C4,2225,"['all', 'around', 'Clara', 'sit', 'photo', 'of', 'Gary', '.']","['ADV', 'ADP', 'PROPN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['RB', 'IN', 'NNP', 'VBP', 'NNS', 'IN', 'NNP', '.']","['advmod', 'prep', 'pobj', 'ROOT', 'dobj', 'prep', 'pobj', 'punct']","['around', 'sit', 'around', 'sit', 'sit', 'photos', 'of', 'sit']"
1626,1626,"Cards of sympathy,",1626,C4.5,1.0,1625.0,C4,2225,"['card', 'of', 'sympathy', ',']","['NOUN', 'ADP', 'NOUN', 'PUNCT']","['NNS', 'IN', 'NN', ',']","['ROOT', 'prep', 'pobj', 'punct']","['Cards', 'Cards', 'of', 'Cards']"
1627,1627,supported on tables.,1627,C4.5,1.0,1626.0,C4,2225,"['support', 'on', 'table', '.']","['VERB', 'ADP', 'NOUN', 'PUNCT']","['VBN', 'IN', 'NNS', '.']","['acl', 'prep', 'pobj', 'punct']","['Cards', 'supported', 'on', 'Cards']"
1628,1628,An email card from the,1628,C4.6,1.0,1627.0,C4,2225,"['an', 'email', 'card', 'from', 'the']","['DET', 'NOUN', 'NOUN', 'ADP', 'DET']","['DT', 'NN', 'NN', 'IN', 'DT']","['det', 'compound', 'ROOT', 'prep', 'det']","['card', 'card', 'card', 'card', 'class']"
1629,1629,graduating class of UCLA.,1629,C4.6,1.0,1628.0,C4,2225,"['graduate', 'class', 'of', 'UCLA', '.']","['VERB', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['VBG', 'NN', 'IN', 'NNP', '.']","['amod', 'pobj', 'prep', 'pobj', 'punct']","['class', 'from', 'class', 'of', 'card']"
1630,1630,,1630,,,,C4,2225,[],[],[],[],[]
1631,1631,"A bouquet of white orchids, from Jeannie and Tommy.",1631,C4.7,2.0,1629.0,C4,2225,"['a', 'bouquet', 'of', 'white', 'orchid', ',', 'from', 'Jeannie', 'and', 'Tommy', '.']","['DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT']","['DT', 'NN', 'IN', 'JJ', 'NNS', ',', 'IN', 'NNP', 'CC', 'NNP', '.']","['det', 'ROOT', 'prep', 'amod', 'pobj', 'punct', 'prep', 'pobj', 'cc', 'conj', 'punct']","['bouquet', 'bouquet', 'bouquet', 'orchids', 'of', 'bouquet', 'bouquet', 'from', 'Jeannie', 'Jeannie', 'bouquet']"
1632,1632,Clara feels sick.,1632,C4.8,1.0,1631.0,C4,2225,"['Clara', 'feel', 'sick', '.']","['PROPN', 'VERB', 'ADJ', 'PUNCT']","['NNP', 'VBZ', 'JJ', '.']","['nsubj', 'ROOT', 'acomp', 'punct']","['feels', 'feels', 'feels', 'feels']"
1633,1633,The coffeecake rises,1633,C4.9,1.0,1632.0,C4,2225,"['the', 'coffeecake', 'rise']","['DET', 'NOUN', 'VERB']","['DT', 'NN', 'VBZ']","['det', 'nsubj', 'ROOT']","['coffeecake', 'rises', 'rises']"
1634,1634,to her throat.,1634,C4.9,1.0,1633.0,C4,2225,"['to', '-PRON-', 'throat', '.']","['ADP', 'DET', 'NOUN', 'PUNCT']","['IN', 'PRP$', 'NN', '.']","['prep', 'poss', 'pobj', 'punct']","['rises', 'throat', 'to', 'rises']"
1635,1635,“This is the third time you’ve,1635,C4.10,1.0,1634.0,C4,2225,"['""', 'this', 'be', 'the', 'third', 'time', '-PRON-', 'have']","['PUNCT', 'DET', 'AUX', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB']","['``', 'DT', 'VBZ', 'DT', 'JJ', 'NN', 'PRP', 'VB']","['punct', 'nsubj', 'ccomp', 'det', 'amod', 'attr', 'nsubj', 'aux']","['says', 'is', 'says', 'time', 'time', 'is', 'been', 'been']"
1636,1636,"been sick today,” says Gary’s mom.",1636,C4.10,1.0,1635.0,C4,2225,"['be', 'sick', 'today', ',', '""', 'say', 'Gary', '’s', 'mom', '.']","['AUX', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['VBN', 'JJ', 'NN', ',', ""''"", 'VBZ', 'NNP', 'POS', 'NN', '.']","['relcl', 'acomp', 'npadvmod', 'punct', 'punct', 'ROOT', 'nmod', 'case', 'nsubj', 'punct']","['time', 'been', 'been', 'says', 'says', 'says', 'mom', 'Gary', 'says', 'says']"
1637,1637,,1637,,,,C4,2225,[],[],[],[],[]
1638,1638,“Your nerves are a wreck. You want some of my Xanax?...”,1638,C4.11,2.0,1636.0,C4,2225,"['""', '-PRON-', 'nerve', 'be', 'a', 'wreck', '.', '-PRON-', 'want', 'some', 'of', '-PRON-', 'Xanax', '?', '...', '""']","['PUNCT', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PUNCT', 'PUNCT']","['``', 'PRP$', 'NNS', 'VBP', 'DT', 'NN', '.', 'PRP', 'VBP', 'DT', 'IN', 'PRP$', 'NNP', '.', ':', ""''""]","['punct', 'poss', 'nsubj', 'ROOT', 'det', 'attr', 'punct', 'nsubj', 'ROOT', 'dobj', 'prep', 'poss', 'pobj', 'punct', 'punct', 'punct']","['are', 'nerves', 'are', 'are', 'wreck', 'are', 'are', 'want', 'want', 'want', 'some', 'Xanax', 'of', 'want', 'want', 'want']"
1639,1639,,1639,,,,C4,2225,[],[],[],[],[]
1640,1640,,1640,,,,C4,2225,[],[],[],[],[]
1641,1641,"When she’s done throwing up,",1641,C4.12,3.0,1638.0,C4,2225,"['when', '-PRON-', '’', 'do', 'throw', 'up', ',']","['ADV', 'PRON', 'VERB', 'VERB', 'VERB', 'ADP', 'PUNCT']","['WRB', 'PRP', 'VBZ', 'VBN', 'VBG', 'RP', ',']","['advmod', 'nsubjpass', 'auxpass', 'advcl', 'xcomp', 'prt', 'punct']","['done', 'done', 'done', 'remembers', 'done', 'throwing', 'remembers']"
1642,1642,Clara remembers to clean everything,1642,C4.12,1.0,1641.0,C4,2225,"['Clara', 'remember', 'to', 'clean', 'everything']","['PROPN', 'VERB', 'PART', 'VERB', 'PRON']","['NNP', 'VBZ', 'TO', 'VB', 'NN']","['nsubj', 'ROOT', 'aux', 'xcomp', 'dobj']","['remembers', 'remembers', 'clean', 'remembers', 'clean']"
1643,1643,"well, (underneath the toilet seat,",1643,C4.12,1.0,1642.0,C4,2225,"['well', ',', '(', 'underneath', 'the', 'toilet', 'seat', ',']","['ADV', 'PUNCT', 'PUNCT', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['RB', ',', '-LRB-', 'IN', 'DT', 'NN', 'NN', ',']","['advmod', 'punct', 'punct', 'prep', 'det', 'compound', 'pobj', 'punct']","['clean', 'clean', 'clean', 'clean', 'seat', 'seat', 'underneath', 'check']"
1644,1644,"always check that,) before",1644,C4.12,1.0,1643.0,C4,2225,"['always', 'check', 'that', ',', ')', 'before']","['ADV', 'VERB', 'DET', 'PUNCT', 'PUNCT', 'ADP']","['RB', 'VB', 'DT', ',', '-RRB-', 'IN']","['advmod', 'ROOT', 'dobj', 'punct', 'punct', 'mark']","['check', 'check', 'check', 'check', 'check', 'settles']"
1645,1645,she settles back in.,1645,C4.12,1.0,1644.0,C4,2225,"['-PRON-', 'settle', 'back', 'in', '.']","['PRON', 'VERB', 'ADV', 'ADV', 'PUNCT']","['PRP', 'VBZ', 'RB', 'RB', '.']","['nsubj', 'advcl', 'advmod', 'advmod', 'punct']","['settles', 'check', 'settles', 'settles', 'check']"
1646,1646,"""I know he's not",1646,C4.13,1.0,1645.0,C4,2225,"['""', '-PRON-', 'know', '-PRON-', 'be', 'not']","['PUNCT', 'PRON', 'VERB', 'PRON', 'AUX', 'PART']","['``', 'PRP', 'VBP', 'PRP', 'VBZ', 'RB']","['punct', 'nsubj', 'ccomp', 'nsubj', 'ccomp', 'neg']","['says', 'know', 'says', ""'s"", 'know', ""'s""]"
1647,1647,"dead,"" Gary's mother says.",1647,C4.13,1.0,1646.0,C4,2225,"['dead', ',', '""', 'Gary', ""'s"", 'mother', 'say', '.']","['ADJ', 'PUNCT', 'PUNCT', 'PROPN', 'PART', 'NOUN', 'VERB', 'PUNCT']","['JJ', ',', ""''"", 'NNP', 'POS', 'NN', 'VBZ', '.']","['acomp', 'punct', 'punct', 'poss', 'case', 'nsubj', 'ROOT', 'punct']","[""'s"", 'says', 'says', 'mother', 'Gary', 'says', 'says', 'says']"
1648,1648,,1648,,,,C4,2225,[],[],[],[],[]
1649,1649,Someone’s bound to come forward…,1649,C4.14,2.0,1647.0,C4,2225,"['someone', '’', 'bind', 'to', 'come', 'forward', '…']","['PRON', 'VERB', 'VERB', 'PART', 'VERB', 'ADV', 'PUNCT']","['NN', 'VBZ', 'VBN', 'TO', 'VB', 'RB', 'NFP']","['nsubjpass', 'auxpass', 'ROOT', 'aux', 'xcomp', 'advmod', 'punct']","['bound', 'bound', 'bound', 'come', 'bound', 'come', 'bound']"
1650,1650,The new flier’s much better.”,1650,C4.14,1.0,1649.0,C4,2225,"['the', 'new', 'flier', '’s', 'much', 'well', '.', '""']","['DET', 'ADJ', 'NOUN', 'PART', 'ADV', 'ADJ', 'PUNCT', 'PUNCT']","['DT', 'JJ', 'NN', 'POS', 'RB', 'JJR', '.', ""''""]","['det', 'amod', 'nsubj', 'ROOT', 'advmod', 'acomp', 'punct', 'punct']","['flier', 'flier', '’s', '’s', 'better', '’s', '’s', '’s']"
1651,1651,Clara feels the stare of Gary’s father,1651,C4.15,1.0,1650.0,C4,2225,"['Clara', 'feel', 'the', 'stare', 'of', 'Gary', '’s', 'father']","['PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PART', 'NOUN']","['NNP', 'VBZ', 'DT', 'NN', 'IN', 'NNP', 'POS', 'NN']","['nsubj', 'ROOT', 'det', 'attr', 'prep', 'poss', 'case', 'pobj']","['feels', 'feels', 'stare', 'feels', 'stare', 'father', 'Gary', 'of']"
1652,1652,rising up from The New York Times.,1652,C4.15,1.0,1651.0,C4,2225,"['rise', 'up', 'from', 'the', 'New', 'York', 'Times', '.']","['VERB', 'ADP', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['VBG', 'RP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', '.']","['acl', 'prt', 'prep', 'det', 'compound', 'compound', 'pobj', 'punct']","['stare', 'rising', 'rising', 'Times', 'York', 'Times', 'from', 'feels']"
1653,1653,,1653,,,,C4,2225,[],[],[],[],[]
1654,1654,“I really think you should make some arrangements,1654,C4.16,2.0,1652.0,C4,2225,"['""', '-PRON-', 'really', 'think', '-PRON-', 'should', 'make', 'some', 'arrangement']","['PUNCT', 'PRON', 'ADV', 'VERB', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN']","['``', 'PRP', 'RB', 'VBP', 'PRP', 'MD', 'VB', 'DT', 'NNS']","['ROOT', 'nsubj', 'advmod', 'meta', 'nsubj', 'aux', 'ccomp', 'det', 'dobj']","['“', 'think', 'think', '“', 'make', 'make', 'think', 'arrangements', 'make']"
1655,1655,and stay with us for a while.,1655,C4.16,1.0,1654.0,C4,2225,"['and', 'stay', 'with', '-PRON-', 'for', 'a', 'while', '.']","['CCONJ', 'VERB', 'ADP', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT']","['CC', 'VB', 'IN', 'PRP', 'IN', 'DT', 'NN', '.']","['cc', 'conj', 'prep', 'pobj', 'prep', 'det', 'pobj', 'punct']","['make', 'make', 'stay', 'with', 'stay', 'while', 'for', 'think']"
1656,1656,Clara hugs Gary’s mom.,1656,C4.17,1.0,1655.0,C4,2225,"['Clara', 'hug', 'Gary', '’s', 'mom', '.']","['PROPN', 'VERB', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['NNP', 'VBZ', 'NNP', 'POS', 'NN', '.']","['compound', 'compound', 'poss', 'case', 'ROOT', 'punct']","['hugs', 'Gary', 'mom', 'Gary', 'mom', 'mom']"
1657,1657,"“I can't give up, yet”",1657,C4.18,1.0,1656.0,C4,2225,"['""', '-PRON-', 'can', 'not', 'give', 'up', ',', 'yet', '""']","['PUNCT', 'PRON', 'VERB', 'PART', 'VERB', 'ADP', 'PUNCT', 'CCONJ', 'PUNCT']","['``', 'PRP', 'MD', 'RB', 'VB', 'RP', ',', 'CC', ""''""]","['punct', 'nsubj', 'aux', 'neg', 'ccomp', 'prt', 'punct', 'cc', 'punct']","['whispers', 'give', 'give', 'give', 'whispers', 'give', 'give', 'give', 'whispers']"
1658,1658,the old woman whispers.,1658,C4.18,1.0,1657.0,C4,2225,"['the', 'old', 'woman', 'whisper', '.']","['DET', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['DT', 'JJ', 'NN', 'VBZ', '.']","['det', 'amod', 'nsubj', 'ROOT', 'punct']","['woman', 'woman', 'whispers', 'whispers', 'whispers']"
1659,1659,,1659,,,,C4,2225,[],[],[],[],[]
1660,1660,"“If you were a mother, you'd know…”",1660,C4.19,2.0,1658.0,C4,2225,"['""', 'if', '-PRON-', 'be', 'a', 'mother', ',', '-PRON-', ""'d"", 'know', '…', '""']","['PUNCT', 'SCONJ', 'PRON', 'AUX', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'PUNCT', 'PUNCT']","['``', 'IN', 'PRP', 'VBD', 'DT', 'NN', ',', 'PRP', 'MD', 'VB', 'NFP', ""''""]","['punct', 'mark', 'nsubj', 'advcl', 'det', 'attr', 'punct', 'nsubj', 'aux', 'ROOT', 'punct', 'punct']","['know', 'were', 'were', 'know', 'mother', 'were', 'know', 'know', 'know', 'know', 'know', 'know']"
1661,1661,If you were,1661,C4.20,1.0,1660.0,C4,2225,"['if', '-PRON-', 'be']","['SCONJ', 'PRON', 'AUX']","['IN', 'PRP', 'VBD']","['mark', 'nsubj', 'advcl']","['were', 'were', 'shivers']"
1662,1662,a mother…,1662,C4.20,1.0,1661.0,C4,2225,"['a', 'mother', '…']","['DET', 'NOUN', 'PUNCT']","['DT', 'NN', 'NFP']","['det', 'attr', 'punct']","['mother', 'were', 'shivers']"
1663,1663,Clara shivers.,1663,C4.20,1.0,1662.0,C4,2225,"['Clara', 'shiver', '.']","['PROPN', 'VERB', 'PUNCT']","['NNP', 'VBZ', '.']","['nsubj', 'ROOT', 'punct']","['shivers', 'shivers', 'shivers']"
1664,1664,,1664,,,,C4,2225,[],[],[],[],[]
1665,1665,,1665,,2.0,1663.0,C4,2225,[],[],[],[],[]
1666,1666,,1666,,1.0,1665.0,C4,2225,[],[],[],[],[]
1667,1667,,1667,,,,C4,2225,[],[],[],[],[]
1668,1668,Clara walks the empty Walmart aisles.,1668,C5.1,2.0,1666.0,C5,2225,"['Clara', 'walk', 'the', 'empty', 'Walmart', 'aisle', '.']","['PROPN', 'VERB', 'DET', 'ADJ', 'PROPN', 'NOUN', 'PUNCT']","['NNP', 'VBZ', 'DT', 'JJ', 'NNP', 'NNS', '.']","['nsubj', 'ROOT', 'det', 'amod', 'compound', 'dobj', 'punct']","['walks', 'walks', 'aisles', 'aisles', 'aisles', 'walks', 'walks']"
1669,1669,It’s 9:30,1669,C5.2,1.0,1668.0,C5,2225,"['-PRON-', '’', '9:30']","['PRON', 'VERB', 'NUM']","['PRP', 'VBZ', 'CD']","['nsubj', 'ROOT', 'attr']","['’s', '’s', '’s']"
1670,1670,at night.,1670,C5.2,1.0,1669.0,C5,2225,"['at', 'night', '.']","['ADP', 'NOUN', 'PUNCT']","['IN', 'NN', '.']","['prep', 'pobj', 'punct']","['9:30', 'at', '’s']"
1671,1671,Halloween masks and candy.,1671,C5.3,1.0,1670.0,C5,2225,"['halloween', 'mask', 'and', 'candy', '.']","['ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","['JJ', 'NNS', 'CC', 'NN', '.']","['compound', 'ROOT', 'cc', 'conj', 'punct']","['masks', 'masks', 'masks', 'masks', 'masks']"
1672,1672,,1672,,,,C5,2225,[],[],[],[],[]
1673,1673,Plastic lanterns for the,1673,C5.4,2.0,1671.0,C5,2225,"['plastic', 'lantern', 'for', 'the']","['ADJ', 'NOUN', 'ADP', 'DET']","['JJ', 'NNS', 'IN', 'DT']","['amod', 'nsubj', 'prep', 'det']","['lanterns', 'dead', 'lanterns', 'plastic']"
1674,1674,plastic dead… she's looking...,1674,C5.4,1.0,1673.0,C5,2225,"['plastic', 'dead', '…', '-PRON-', 'be', 'look', '...']","['NOUN', 'ADJ', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PUNCT']","['NN', 'JJ', 'NFP', 'PRP', 'VBZ', 'VBG', ':']","['pobj', 'ccomp', 'punct', 'nsubj', 'aux', 'ROOT', 'punct']","['for', 'looking', 'looking', 'looking', 'looking', 'looking', 'looking']"
1675,1675,stops in front of,1675,C5.4,1.0,1674.0,C5,2225,"['stop', 'in', 'front', 'of']","['NOUN', 'ADP', 'NOUN', 'ADP']","['NNS', 'IN', 'NN', 'IN']","['ROOT', 'prep', 'pobj', 'prep']","['stops', 'stops', 'in', 'front']"
1676,1676,the pregnancy tests.,1676,C5.4,1.0,1675.0,C5,2225,"['the', 'pregnancy', 'test', '.']","['DET', 'NOUN', 'NOUN', 'PUNCT']","['DT', 'NN', 'NNS', '.']","['det', 'compound', 'pobj', 'punct']","['tests', 'tests', 'of', 'stops']"
1677,1677,She can’t keep ignoring the facts.,1677,C5.5,1.0,1676.0,C5,2225,"['-PRON-', 'can', 'not', 'keep', 'ignore', 'the', 'fact', '.']","['PRON', 'VERB', 'PART', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT']","['PRP', 'MD', 'RB', 'VB', 'VBG', 'DT', 'NNS', '.']","['nsubj', 'aux', 'neg', 'ROOT', 'xcomp', 'det', 'dobj', 'punct']","['keep', 'keep', 'keep', 'keep', 'keep', 'facts', 'ignoring', 'keep']"
1678,1678,,1678,,,,C5,2225,[],[],[],[],[]
1679,1679,The test sits alone in her basket.,1679,C5.6,2.0,1677.0,C5,2225,"['the', 'test', 'sit', 'alone', 'in', '-PRON-', 'basket', '.']","['DET', 'NOUN', 'VERB', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']","['DT', 'NN', 'VBZ', 'JJ', 'IN', 'PRP$', 'NN', '.']","['det', 'nsubj', 'ROOT', 'advmod', 'prep', 'poss', 'pobj', 'punct']","['test', 'sits', 'sits', 'sits', 'sits', 'basket', 'in', 'sits']"
1680,1680,"At the cashier’s, she",1680,C5.7,1.0,1679.0,C5,2225,"['at', 'the', 'cashier', '’s', ',', '-PRON-']","['ADP', 'DET', 'NOUN', 'PART', 'PUNCT', 'PRON']","['IN', 'DT', 'NN', 'POS', ',', 'PRP']","['prep', 'det', 'pobj', 'pobj', 'punct', 'nsubj']","['opens', 'cashier', 'At', 'At', 'opens', 'opens']"
1681,1681,opens her purse and,1681,C5.7,1.0,1680.0,C5,2225,"['open', '-PRON-', 'purse', 'and']","['VERB', 'DET', 'NOUN', 'CCONJ']","['VBZ', 'PRP$', 'NN', 'CC']","['ROOT', 'poss', 'dobj', 'cc']","['opens', 'purse', 'opens', 'opens']"
1682,1682,Margaret’s face stares at,1682,C5.7,1.0,1681.0,C5,2225,"['Margaret', '’s', 'face', 'stare', 'at']","['PROPN', 'PART', 'NOUN', 'VERB', 'ADP']","['NNP', 'POS', 'NN', 'VBZ', 'IN']","['nsubj', 'case', 'nsubj', 'conj', 'prep']","['face', 'Margaret', 'stares', 'opens', 'stares']"
1683,1683,her from the flier.,1683,C5.7,1.0,1682.0,C5,2225,"['-PRON-', 'from', 'the', 'flier', '.']","['PRON', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PRP', 'IN', 'DT', 'NN', '.']","['pobj', 'prep', 'det', 'pobj', 'punct']","['at', 'stares', 'flier', 'from', 'opens']"
1684,1684,"Haunted, Clara walks the half",1684,C5.8,1.0,1683.0,C5,2225,"['Haunted', ',', 'Clara', 'walk', 'the', 'half']","['PROPN', 'PUNCT', 'PROPN', 'VERB', 'DET', 'ADJ']","['NNP', ',', 'NNP', 'VBZ', 'DT', 'JJ']","['advmod', 'punct', 'nsubj', 'ROOT', 'det', 'amod']","['walks', 'walks', 'walks', 'walks', 'block', 'block']"
1685,1685,block back to her hotel.,1685,C5.8,1.0,1684.0,C5,2225,"['block', 'back', 'to', '-PRON-', 'hotel', '.']","['NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']","['NN', 'RB', 'IN', 'PRP$', 'NN', '.']","['dobj', 'advmod', 'prep', 'poss', 'pobj', 'punct']","['walks', 'block', 'back', 'hotel', 'to', 'walks']"
1686,1686,,1686,,,,C5,2225,[],[],[],[],[]
1687,1687,"“Excuse me, Miss…” The employees",1687,C5.9,2.0,1685.0,C5,2225,"['""', 'excuse', '-PRON-', ',', 'Miss', '…', '""', 'the', 'employee']","['PUNCT', 'VERB', 'PRON', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT', 'DET', 'NOUN']","['``', 'VB', 'PRP', ',', 'NNP', 'NFP', ""''"", 'DT', 'NNS']","['punct', 'advcl', 'dobj', 'punct', 'ROOT', 'punct', 'punct', 'det', 'nsubj']","['Miss', 'Miss', 'Excuse', 'Miss', 'Miss', 'Miss', 'Miss', 'employees', 'surround']"
1688,1688,at reception surround her with,1688,C5.9,1.0,1687.0,C5,2225,"['at', 'reception', 'surround', '-PRON-', 'with']","['ADP', 'NOUN', 'VERB', 'PRON', 'ADP']","['IN', 'NN', 'VBP', 'PRP', 'IN']","['prep', 'pobj', 'ROOT', 'dobj', 'prep']","['surround', 'at', 'surround', 'surround', 'surround']"
1689,1689,an afterglow of pity.,1689,C5.9,1.0,1688.0,C5,2225,"['an', 'afterglow', 'of', 'pity', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['DT', 'NN', 'IN', 'NN', '.']","['det', 'pobj', 'prep', 'pobj', 'punct']","['afterglow', 'with', 'afterglow', 'of', 'surround']"
